,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
america,0.00062821247,-0.0005994738,-0.0029906782,0.0039936644,0.00042834604,-0.0019678536,-0.002594379,-0.0031812997,0.0046185073,0.00459794,0.00077145547,0.0011313827,-0.0010964528,0.0041689198,0.0020569102,-0.001842961,0.00076892955,0.002014959,0.0021387727,-0.0027778416,0.0025847894,-0.0020689755,-0.0007008654,-0.0014345095,-0.0043395516,-0.0018873046,-0.0047104824,0.0011530863,0.002907949,0.0049790177,-0.00425507,-0.0009257656,0.0028184534,-0.0035436654,-0.004929546,0.0038319856,0.00037404557,0.0035022644,-0.0046382463,8.756085e-05,0.0033830656,0.0021863736,-0.0013530821,0.0044642724,-0.004220801,-0.004419351,0.0016282225,-0.0026538388,-0.002797374,0.004978231,0.0008812098,0.0005584573,-0.004632332,-0.0008557265,0.002493428,0.004651542,0.0033475014,-0.0016099904,0.0005565557,0.004185354,0.00062339555,3.7335223e-05,0.0015864298,-0.004168621,-0.0005554788,-0.0033155496,-0.0019143425,0.0036477621,0.00037017144,-0.0044934833,0.004069592,0.004162992,-0.0014862828,0.004554056,-0.0031798936,-0.0040907436,-0.00346327,0.0045182174,-0.0048127477,-0.002951013,0.004758089,-0.0025543058,0.0045367703,-0.00053548993,-0.0011094927,0.0039018642,0.0035830638,-0.0009888859,0.0035072542,-0.0014114452,0.0011660907,-0.002874803,-0.0049963593,0.0019583956,-0.0019815764,-0.003678333,-0.00011629959,-0.0013732886,0.0042672507,-0.0020774559
jewish,-0.0032355592,-0.004361676,0.0045814035,0.0047493014,0.004961297,0.004862306,0.003952925,0.0025946044,-0.00447986,0.0041043605,0.0003107771,-0.002468895,-0.002843628,-0.004043365,-0.003901234,-0.0039273314,-0.002136863,0.0014973495,0.0005690597,-0.0023381917,0.0017606032,-0.0038352986,-0.004439073,-0.0034567867,0.004024208,0.0032175384,0.0033697945,0.0037028794,0.001325748,-0.0010622944,-0.0029190178,0.0016910002,0.0031483616,0.0005885439,0.0022547732,0.0030098355,-0.001802297,0.0027764693,-0.00497614,-0.0026698573,0.001078754,-0.0024162442,0.0003276539,0.0007641157,0.0014710395,-0.0020956534,0.0013124369,0.0030186055,-0.001876022,-0.004617014,-0.004536847,-0.0031365862,-0.0015653229,-0.003383461,-0.002236341,-0.00080789434,-0.00086112565,0.0014516803,0.0003054088,-0.0001565106,0.002491506,-0.0020156696,0.0014873558,-0.0015394205,-0.002310171,-0.004522178,0.004009483,0.0035252613,0.0009989664,-0.0003318471,-0.0047944817,-0.0033209627,-0.0030201103,-0.0032524646,-0.0012617963,-0.002607389,-0.00069463614,0.0017319296,-0.0036801456,0.00467396,-0.00085438875,-0.00085847575,0.00088112074,9.157693e-05,-0.0024305366,0.0028153409,-0.0022203666,-0.00056659675,-0.0015154436,-0.003247504,0.00340072,0.0032413786,-0.004814977,-0.004490103,0.0044366047,0.0027795082,0.004137135,0.004772518,-0.0010938802,0.00435216
prejudice,0.0010013428,0.004039173,-0.0028854625,0.00032958988,0.0011238285,0.0043425625,-0.0024447802,-0.0017268122,-0.002209812,0.002121828,0.00091122364,0.0029161978,0.0013962756,0.0025663802,-0.001839708,-0.0047303042,0.004153901,-0.0021004216,-0.0025471242,0.0037459305,0.0045115077,-0.0012181221,-0.0027175492,-0.00019036992,0.001675437,0.0017215515,-0.0027770963,-0.003251951,-0.002722464,0.0003059514,-0.0045049656,-0.0021924218,-0.0043887757,0.00022893045,-0.0024762878,0.003477622,-0.0025372074,0.0037915437,-0.0041605276,-0.0046203593,0.004901231,-0.0010695297,0.0023342501,0.00040780866,-0.0015881775,-0.0002083043,0.0015079996,-0.00023903242,0.0029859743,-0.004304508,-0.004424072,0.004111781,0.0025030202,0.0019100716,0.0015911061,-0.004248933,0.0036652714,-0.00084890466,0.0017103198,-0.002789661,-0.003719774,0.0030894808,0.0021450657,-0.004396266,-0.0041516707,-0.0026076997,-0.0015481407,0.0024911745,0.002726684,0.0018027262,0.0015960722,0.0031387636,0.0028949692,-0.003711782,-0.0044395174,-0.0049454444,0.003870302,0.0038139499,0.0036266542,-0.0048661497,0.0026762993,-0.0013364876,0.002140846,-0.00080911466,-0.0024331615,0.001320034,-0.0016413123,-0.003104803,0.00096075545,-0.0021643885,0.0031885987,-0.0018967836,0.00085069524,-0.0006711083,0.00029645988,-0.0019059997,0.0024350332,-0.004182804,-0.002830827,-0.0027304199
racism,-0.0010910849,0.0035546725,0.0016992696,-0.003673148,-0.0017997444,-0.004059861,1.4838747e-05,0.0035860671,0.0014930048,-0.0018351809,0.0040296926,-0.0017738624,-0.0007958907,0.0007842943,0.0038476938,-0.00011372903,-0.003772348,-2.6654965e-05,0.00439753,0.0036770906,-0.0013824187,0.003556983,-0.0009079236,0.0028106205,0.001311443,0.0042704535,0.0008040183,-0.0039213775,0.0040016887,-0.0023399103,0.004034043,-0.0004804975,-0.0030314347,0.0030689137,-0.0017042524,0.004850287,-0.0042259516,-0.002465806,-0.0045394134,-0.0012984489,0.0045559006,0.0047960784,-0.00026799418,0.0009238589,0.0014020987,-0.0036554988,0.004745964,-0.002096992,0.0034155739,-0.00231675,0.00067384524,-0.0013134046,0.004995115,0.0034697657,-0.0029155314,0.00022022937,-0.0047553657,-0.0012021182,-0.0004757565,-0.0025705488,-0.0032392535,-0.00020208344,-0.00011906807,-0.0037845208,0.0035115485,0.0019006187,-0.0017547463,0.0013135007,0.00012689528,-0.0041968813,-0.0007624052,0.0026843734,-0.0031513595,-0.0003951783,-0.0010512625,0.002443849,0.0010579072,-0.001004493,0.0016265125,-0.0025828553,-0.0033291187,0.0010984783,-0.00059183565,0.0036466278,-0.0048785224,0.0010186521,-0.004688369,-0.0014603738,-0.0031014604,0.0038416735,0.004929583,-0.0019251156,-0.004346562,0.0028857195,0.002253249,-0.004529165,-0.0045586764,-0.0040010368,-0.0023894785,0.0028931238
law,-0.0047749374,-0.004113824,-0.000534194,0.00021556666,0.003600793,0.0022169426,-0.00275547,0.0051053027,0.0026648121,-0.002215297,-0.0035825237,-0.003364961,-3.3743843e-05,-0.0013703372,-0.0051079225,-0.00077226025,0.0018451251,0.0043879803,-0.0023637172,0.0037010573,9.1631155e-05,-0.0036397334,0.0027472037,-0.0017962004,-0.0041518374,0.0010852622,0.001887142,0.004940967,-0.0009063965,-0.0045147412,0.0037224016,0.0020516277,0.002003023,0.0016379517,-0.0046413247,0.004567847,-0.0023820451,0.0032020598,-0.002854066,0.004088043,-0.0047763917,-0.004435436,0.001154575,0.0013061718,8.686981e-05,0.0007432101,0.0005266494,-0.00010353375,0.0021245035,-0.0022822183,-0.0022284915,-0.0030260978,0.0010459857,-0.00204898,-0.0006455091,-0.004336618,-0.0009097003,0.004377001,-0.004581209,-0.0016129407,0.0032663199,-0.0012058214,-0.0015621185,-0.0038274436,-0.0012854118,0.00018482583,0.0025357804,-0.0032513689,-0.004458237,0.0009162854,0.0036023613,-0.00017590733,0.003888755,0.00033458002,0.0008358122,-0.0034376215,0.0014514279,-0.00012512525,-0.004381491,-0.0043755667,0.002956299,0.00085260405,-0.0022911094,0.0017870916,0.0010592459,0.0035813996,-0.004437481,-0.0019130005,0.00040737516,-0.0016400465,-0.0024556583,-0.0005436899,0.0025988142,-0.002225764,-0.0012232164,0.0025971862,-0.0030450397,-0.0050198017,-0.0011279811,-0.0032070463
partner,0.004277621,-0.0050238394,-0.0010242594,0.0013000985,0.0004377835,-0.001334537,0.0036397644,-0.0013247381,-0.0013577283,-0.0010691017,-0.0023414977,-0.004488214,0.00024610452,0.00091655314,-0.0018832125,0.0004587219,-0.0015245595,-0.0033947886,-7.144449e-05,0.001533837,0.0043240096,-0.0018616708,0.004192716,-0.0047774864,-0.0033641735,0.003044716,0.00054329593,-0.0050909803,-0.001100649,0.004301585,-0.00418571,-0.0028612292,-0.0013679421,0.0019267811,-0.0027796861,-2.1932745e-05,-0.003384473,0.0030752744,-0.0020871817,0.002535728,-0.0038223004,-0.0042897128,0.00044353024,-0.004020781,0.00035500564,0.00047538563,0.0032315992,-0.004428215,0.0020569991,-0.0015563525,0.0025094438,-0.002983876,0.003941973,-0.0006082063,-0.0018899313,-0.0014051185,-0.004090576,6.8089226e-05,-0.0017500089,0.003707671,-0.0021619273,0.002090986,0.0010526497,0.0013102551,0.0028003769,0.003912956,6.428887e-05,0.0028903626,0.0013569192,-0.0008761509,-0.003764595,0.000996275,-0.0030589802,-0.004684594,0.004703033,-0.0012839823,-0.0049719783,0.0037678494,0.0046262783,-0.001524503,-0.00013537309,-0.0018819345,-0.0005104519,-0.0017658805,-0.00499786,0.0035592928,-0.0020828347,0.002595871,0.0036481866,-0.00013198845,0.0031180684,0.0015747666,0.0013921597,-0.0015727511,0.0029941846,-0.00042756405,-0.001510767,-0.0013704833,0.0015276683,0.0021949238
murder,-0.0050420286,0.0044277827,0.00073837163,-0.0040444457,-0.0029137004,-0.0044969176,0.0021783258,0.0048574847,-0.0037481377,0.0014065398,-0.002137527,0.0014013104,0.00064927636,0.004103289,0.0002455932,0.0033001588,0.0020357359,-0.004654981,-0.00211926,-0.0011845587,0.001429407,0.00032487256,-0.003292228,-0.003899897,0.0036927836,-0.0025592262,-8.246753e-06,-0.0015244845,0.003376925,-0.0012407784,-0.002198517,-0.0023200205,-0.0048941877,0.0034069347,-0.003331814,0.0036443842,-0.0021250104,0.0044865822,0.002518148,0.0040403735,0.0015633986,-0.002893713,-0.00050241785,0.0002772481,-0.004042929,0.0021307191,0.0012280042,-0.0005318589,-0.004414169,-0.002119617,0.0031393017,0.0023014273,0.0010850965,-0.0025053378,0.0016362505,0.0015648754,0.002779205,-0.0026851776,0.0023128102,0.00029081196,-0.0040949737,-0.004797717,0.0031325435,0.0047651357,-0.0007604287,-0.0003883394,0.002163597,0.0029776387,5.6755e-05,-0.003152118,-0.00035680484,-0.004594215,-0.003950214,-0.0013604476,0.0008919633,-0.0050832517,0.00063333457,0.0028992028,-0.0034589488,-0.0030453978,-0.0042874734,0.0020411282,-0.001517982,-0.0037720816,0.0015400432,0.0019516087,-0.0006155725,0.0032410722,-0.002313515,-0.002959517,-0.00039260715,0.0030802025,-0.0018546788,0.0030952217,-0.0023983896,4.0411054e-05,0.0043928283,-0.001643258,-0.0052080625,0.0054155206
yacht,-0.0012978022,-0.0019708604,-0.0006163449,0.003568401,0.00059121154,0.0047780704,-0.0018524572,-0.0019776628,0.0031158763,-0.00085554825,9.476584e-05,0.002061611,0.004238949,-0.00059710006,-0.00015066049,-0.00396442,0.0019190077,0.0035271728,-0.004955836,0.0046211192,0.004921127,0.0025086459,0.0049667573,-0.00020092301,-0.0036869845,-0.0003938605,0.00028096404,0.0009771507,-0.0015559291,0.002040222,0.0007139668,0.0043789214,-0.0024046972,0.0014010973,-0.0017204076,0.0023915092,0.0026773585,-0.0010696204,0.0016302941,0.002895278,0.0047008237,-1.6723057e-05,-0.0043536886,0.0036624307,-0.0015948793,0.0021497044,-7.526556e-05,-0.0013946285,-0.0019812684,0.00032166298,0.0032274288,-0.0010397797,0.0026259837,-0.0027106586,0.004204546,-0.004373097,-0.0026887632,-0.0018573456,0.0011332175,-2.8726374e-06,-0.002614295,-0.0025463584,-0.0046794135,0.002763744,-0.0039731706,0.0026748034,0.0010573308,-0.004901483,-0.0036389257,-0.0033968582,0.0026847122,0.0044997395,0.0013050402,-0.001761962,0.0005897576,-0.0028540373,0.003924283,0.0044692927,-0.00037707403,0.0009781567,0.0017616901,0.0028430955,-0.004395181,-0.0041953335,0.0019935672,0.0033792807,0.0011029684,0.0014551312,-0.002470222,0.0026261208,0.0038523392,-0.0022069113,-0.0033084855,0.0017680348,-0.0019741894,0.0036483214,0.001784641,-0.0021322079,-0.0009545341,0.0046978127
pirate,0.0041857213,0.001087656,-0.002038476,0.0030682324,-0.0020924387,-0.0005128008,0.0010104539,-0.00302757,0.0015519076,0.00013117385,-0.0047985315,-0.0012305086,0.0024130235,-0.00191801,-0.00084415,-0.0023884028,-0.004816085,-0.001680218,0.003724002,0.0018556203,0.004012063,0.0020467439,-0.0025624179,-0.0045346627,-0.0013492284,0.00017195228,0.0025027094,0.0031135182,0.004115736,0.0017069578,0.0018285294,0.0024484028,-0.0023635877,0.0031410106,6.837185e-05,0.0022021367,0.0032479914,-0.0004275033,-0.0027787907,-0.0016272301,0.004966373,-0.0013813659,0.0040004742,0.0005320034,-0.00043397446,-0.0033132446,0.0030154067,0.004860278,-0.0013849048,-0.0019125409,-0.0037268938,-0.00065304735,-0.00060802646,0.0013075009,0.003343289,0.0026537727,0.0048490055,-0.0034126474,-0.0008947769,-0.004593245,-0.00092480314,0.003478838,0.0040479023,-0.0039577233,-0.004606631,-0.0039858865,0.0031129974,-0.004861361,-0.0008673545,-0.00042678323,0.0006890876,-0.004293104,-0.00031598707,-0.0030145529,-0.0027903584,-0.0024674293,-0.0046440335,-0.0008164814,0.0046251733,0.0024026104,-0.004049322,0.0048237066,0.003878296,-0.003833534,0.00066185935,-0.0045756656,-0.0023220861,0.00037407098,0.0029384713,0.0020977082,-0.0029511973,0.0015637141,-0.0029214765,0.00078256393,-0.00022154495,-0.0022524847,0.0008998934,0.0045728735,-0.00038390735,0.0015618914
cattle,-0.0049601686,-0.0037054277,-0.0005249252,-0.004941039,0.003797867,-9.880505e-05,0.003797556,0.003987997,0.0031699175,0.00078972697,-0.0044915746,0.0004416007,-0.0045264484,-0.0016352289,0.0024567496,0.0029631287,0.00464857,0.00032296285,-5.2628584e-05,0.002869092,0.00039656746,0.0029218916,-0.003620748,-0.0011172487,-0.002609538,-0.004938303,0.0014840048,0.0019373724,-0.0044402005,0.0049411356,0.0031506768,0.0018426308,-0.0029779407,0.0043603443,-0.0005311247,-0.0015212026,-0.0028487719,-0.0018619765,0.0042370292,0.003735371,-0.001569656,0.0021755898,-0.0042800843,0.0007010793,-0.0016559167,0.0035914178,-0.00061319274,0.00044593093,-0.004068198,-0.0009133044,0.00067737856,-0.004138278,-0.0016842553,0.004083965,-0.00020792811,-0.0033227399,-0.0005963855,-0.00062977767,-0.003724245,-0.004190015,-0.0041780053,-0.000751574,-0.0011062097,-0.0024549356,-0.0024601736,0.0038386083,0.0022385162,0.0038398246,0.004800445,0.0049417247,0.0040212893,0.0041832523,0.0030288966,-0.0019854375,0.0035903985,0.003956634,-0.0007895084,-0.0041246177,-0.0017515304,-0.0009007638,-0.0043376167,-0.00065577833,0.0008658703,-0.00096674525,-0.0009330688,0.003769852,0.0033552046,-0.0019815182,-0.00013282792,-0.0015792254,0.003095017,0.0018271682,0.003203205,-0.004137459,-0.004324593,0.004697763,-0.003297949,0.004439565,-0.0017010455,0.0012967011
drive,0.00010495451,0.0027736302,0.001166623,0.0023884866,0.0007598353,0.0014061723,0.0020176915,-0.0008399613,-0.0034780782,0.002252964,-0.0035698735,0.0013753106,0.0017983605,0.00280059,0.0008683927,0.0039921114,0.0040456867,-0.0020509216,-0.0015985633,0.0025368566,-0.00024378464,-8.48481e-06,-0.002599103,0.0027652455,0.0011117987,0.00260008,-0.0004047042,-0.00083782367,-0.001653147,0.0033977113,-0.0005162363,-0.002498396,-0.0013853535,0.0036169558,0.0023162165,0.004078694,0.004629132,0.00344293,0.0029908929,-0.004529488,0.0036052242,0.00051770307,0.002546134,0.0011948253,-0.0018357132,-0.0001591237,-0.000791428,0.0027182107,-0.0045043994,-0.0014892896,0.0028856024,-0.0026883115,-0.00404829,-0.002131593,-0.001103497,-0.0037316557,0.004220361,0.0025867429,-0.0028522082,-0.0015213874,0.0031694574,0.0048287353,-0.0026340685,-0.0005784677,-0.004658585,-0.002041267,0.0047076168,0.002592932,0.00436634,0.00075015245,-0.003596667,0.0036800916,-0.003591635,-0.0043727676,0.0033478062,-0.00021432368,0.0006899815,-0.0024929123,0.0036687865,-0.004278688,-0.0044064596,0.0008004758,0.003403281,0.0016832713,0.0028124868,0.0046458095,-0.001950212,-0.0028374789,0.0019930564,-0.0017631464,-0.0022535196,-0.0037858705,-2.5920312e-05,-0.0038738318,0.0007819891,-0.0024218727,0.003214406,0.0019107059,0.0010454812,-0.0007883741
cowboy,-0.0031668874,0.0022604165,0.0042434265,-8.3619416e-05,0.0034485431,-0.0025043774,0.000979833,0.00092933705,0.0010487267,-0.0033517547,0.004042507,0.0029983812,0.0027994018,-0.0031062788,0.0040214946,-0.0016214999,-0.0030540756,-0.0024461602,-0.0031436554,0.0012745248,-0.0036285915,0.003534636,0.00262838,-0.0013507248,0.0041625537,-0.004288563,-0.004493751,0.0024126638,0.0031484219,-0.0042261947,0.0018828028,0.0020587516,0.0033291017,0.0036319261,0.0016137088,0.003656141,-0.0028384721,-0.0044050696,-0.0040031243,0.004757914,-0.00263633,-0.004156812,0.00094419,0.0006850572,0.0019857471,0.0020483006,0.0011463948,0.00294167,-0.005000816,-0.0011046975,-0.00089391565,0.003811213,0.0018461326,-0.005047428,-0.0036292316,0.004741026,-0.002216799,0.0019945297,-0.000788631,0.00020134669,0.0017156488,0.0009192727,-0.0014232919,-0.0004673912,0.0050289044,0.00095527683,-0.0037655865,0.0034616126,-0.0037103451,0.0044263746,-0.002009431,-3.8839982e-05,0.0025180082,-0.004813309,-0.003608917,0.003382735,0.0032941606,-0.0047730035,0.0043465826,-0.002982703,0.0026254705,0.0027277116,-0.0009783575,-0.004061889,-0.0013281626,-0.0035208378,-0.0036327138,0.002161721,-0.0010735882,-0.0035914,-0.00077335496,0.0033894484,0.0002201554,0.0027253428,-0.0019406565,-0.0034186272,-0.004629614,0.004701649,0.0026571818,0.004952861
kansas,-0.0019102368,-0.0023825285,-0.0047916365,-0.0018614813,-0.0032170091,-0.0005313086,0.0008538997,0.0011274177,-0.0049362434,0.0040183375,0.0033902475,0.00065712124,0.0021085292,0.0012848956,-0.0026352704,0.0039205593,0.0026386539,0.003340427,-1.1865211e-08,-0.0006016146,-0.001183912,-0.0023479338,-0.002013866,-0.00409769,0.0020316374,-0.0026433181,0.0018113677,-0.0028690922,0.0015542981,-0.00172786,-0.001204312,-0.00080698007,-0.0045139957,0.0008569173,0.0007579175,0.0008645584,-0.0025932158,-0.0012279713,-0.0032571382,-0.0013272831,0.002270021,-0.0024784657,0.004360748,-0.0029737903,0.0021237198,-0.0034487688,-0.0023094383,-0.0021318493,-0.0005406913,-0.0044602957,0.0034537108,-0.002433223,0.003740223,0.0029585583,-0.0039781937,0.0017246344,0.0012349404,-0.000694083,0.00069647696,-0.004700652,-6.0136554e-05,-0.0037200623,-0.0009253736,-0.0008415864,-0.0015480837,0.0046514757,0.004523022,-0.0048961104,0.004045282,0.004295447,-0.0007981899,-0.0006684427,-0.001898888,-0.00016207296,0.003532383,0.003519245,0.0048320056,0.004697209,0.0040888996,0.0018729115,0.0045489576,-0.0010930115,0.004315023,-0.0048310673,0.00027610778,-0.0020738593,0.0029257871,0.0043569384,0.0038130248,0.0029280502,0.0048903753,0.00076799176,0.0014765987,-0.0011361268,0.00011766569,0.0029308647,-0.0045158677,0.004569835,-0.0048079244,-0.0017920486
gangster,-0.0044226907,-0.00041785208,0.00035657382,-0.0015532958,0.0014544628,0.0030210377,0.0005114475,-0.00044454198,0.0024241398,0.0032274146,-0.0049126353,-0.0002480735,0.0017981223,-0.004540395,0.0011465073,0.00038593367,-0.0046034763,-0.0016668795,-0.0022093272,-0.0005537624,-0.00036357885,-0.0037283702,-0.00014708465,0.003811564,0.0017489009,0.004040984,-0.0006849784,-0.0041956124,-0.002886534,-0.004141227,0.0012842471,-0.0023500556,0.0044751735,0.0034376057,-0.00180684,-6.644326e-05,0.003802256,0.003692014,-0.0013178437,1.0037393e-05,-0.0020234059,0.004205697,0.0044952347,-0.0035196978,0.0045499206,0.0045650764,-0.0030462905,0.004135659,-0.0049472796,0.00039435833,-0.0015279159,0.004810396,-0.00082216144,-0.004947547,0.0046928613,0.0030119289,0.0024834226,0.00207595,-0.0015781595,-0.00022585494,-0.0028786773,-0.004420634,-0.003206071,-0.0027912592,0.004319091,-0.0031096432,0.0019396193,-0.0017262117,0.003032975,0.0033779729,0.0038238452,0.0017852249,-0.0013994004,-0.0030163657,-0.002991508,0.0031926064,0.00051078026,0.004319073,-0.0016710385,-0.0007659492,-0.002977011,-0.0015387799,-0.0042020935,0.0011240526,0.0043962453,-0.0022408706,0.002697589,-0.0008738149,0.0036291287,-0.004773624,0.004224349,0.004036294,0.004634696,-0.003868929,0.004185006,0.0006977953,-0.0038312054,-0.0026680492,-0.0042732065,-0.0045963977
combat,-0.0027882282,-0.004133583,-0.004529682,-0.0013298994,-0.0040000393,0.0021316842,-0.0043376614,0.0034216766,-0.0027525371,-0.0026777594,0.0016033222,-0.004157228,0.0031790407,-0.00062923366,-0.0011355479,-0.0016265024,0.0030546426,0.0037277176,0.0020280916,0.00054742314,-0.0012883788,-0.00454549,-0.002562226,0.0015092138,0.0020283188,0.0027443173,0.0030693265,-0.004498969,-0.004463079,0.0038350127,-0.003420645,-0.0037448267,0.0033293364,0.0046836464,0.0018486176,0.004242721,-0.004291862,-0.00094255444,-0.0013312692,-0.0006252077,-0.002397097,-0.0049541686,-0.00037708424,0.0020580895,-0.0018357527,-0.0030025325,0.0015940338,-0.0033138378,0.0006947448,-0.0037277276,0.004360559,-0.0035246075,0.0012923208,0.0009870841,-0.00090336363,-0.0005725468,-0.0004258693,0.00011788049,0.0035903833,0.0030699892,0.0018683386,-0.0032818455,0.00042919113,-0.0028730042,-0.00031558576,0.0042379056,0.0017710581,0.003659454,0.00022599881,-0.0030251753,0.0030376546,-0.0036040663,0.00081123796,0.0011938678,0.00088893814,0.0047265827,0.0039985185,-0.0023840347,-0.0009073061,0.0032311552,0.0023300184,-0.0013415404,-0.004833537,0.00066331564,0.0014198254,0.0016227331,-0.0002998144,-0.0018595115,-0.00288469,-0.00037536767,0.00023502446,0.0039204503,0.0015674607,0.0024361555,0.00030046853,-0.0037546663,0.0011213672,0.0034296485,-0.0013267413,0.003966652
military,0.0017798884,0.00072332536,0.0005331637,0.0015693995,-0.0019166302,0.0019776663,-0.0010972783,0.0014707181,0.0039020241,0.0021093818,0.0051188427,-0.00026078522,0.0007896171,0.003528097,0.0012195745,0.0030693163,0.0048561525,0.003512202,0.002308098,0.0013596617,-0.003028887,0.0022689453,-0.00424947,0.0027236296,0.00025895698,-0.004114413,-0.004266067,-0.002059516,0.0040631685,-0.0035218114,0.003818635,-0.0023692902,-0.0001941052,-0.0040855296,0.005046371,0.004352513,0.0022836446,0.0022608459,0.0015513317,0.003655661,-0.003912502,-0.001510672,-0.005048679,0.003142946,0.004877716,-0.0012732951,0.0017720249,-0.001961575,0.0011107317,0.0047335937,-0.0030083146,-0.004071271,0.004921948,-0.002251143,-0.004636105,0.0010595901,-0.0029272093,-0.0041215923,0.0009324263,0.004332094,-0.0036338747,0.0012437265,-0.0005999694,-0.0003618929,-0.003129165,0.0034628992,-0.0045560473,-0.0046120416,-0.00379409,-0.0039695133,0.0024121632,0.0016180394,0.0030583425,-0.003054971,0.00015598322,-0.0020984202,0.0024002632,-0.0028188692,0.0017145887,0.0012576791,0.0039008283,0.003365132,0.0004951379,-0.0028053287,-0.00039243253,0.004484555,-0.003028364,-0.0002864396,-0.00066606986,0.0047620465,-0.0016631746,-0.0018958715,-0.0036358712,-0.0016853098,-0.004360876,0.0024905154,0.0005180073,-0.0046951734,-0.003233844,0.00088746514
sergeant,-0.0039129932,-0.0013326345,0.00372072,-0.00013974168,-0.0011559806,0.0024858583,-0.003928982,0.0014162086,-0.00069236103,0.00072118687,-0.003682917,0.002013513,-0.000761964,-0.0021141174,0.0006695731,0.00017452541,0.000250645,0.0046030222,0.0038364863,-0.0035027736,-0.0014255403,-0.0033154367,-0.00369034,0.0033404683,0.002446373,0.0038385747,0.0034266857,-0.0013426181,0.0045562945,0.003981753,-0.0030883474,-0.003822132,-0.00022409644,0.00054802524,-0.00266877,-0.002250953,0.002632438,0.0037528167,0.0044292067,0.003080606,-0.0022460825,0.004197955,0.0015802685,-0.0033242118,0.00390931,-0.003266414,0.002153541,-0.00061778416,-0.0006722972,-0.0040769815,0.0042698635,0.0018847118,9.2799644e-05,0.0045154025,0.0026344715,0.0033156576,-0.0015282909,-0.0035413415,0.003302546,-0.0025981131,0.00082709215,0.0029877308,-0.004895352,-0.002360666,-0.00084328157,-0.0035238373,-0.0041898275,0.0022012193,0.0030411473,-0.0022610868,-0.0040523494,-0.0020526655,-0.0024930653,0.0042610634,0.00026557475,0.001996856,0.0031181457,-0.00025995853,-0.002888755,0.0027217322,-0.0022389113,-0.00080732646,7.747038e-06,-0.004724759,0.0049177324,-0.004977325,0.0043197447,0.00061550306,-0.0041851033,-0.0020488068,0.0025345134,0.004631686,-0.0037273474,0.00061413145,0.00031406112,0.000404947,0.0031399634,0.0022050652,0.0035602574,-0.0035995834
gun,0.0040346216,0.0036983914,-0.002163357,-0.001375148,-0.0014399191,0.0023957738,-0.0017404414,0.0025368496,-0.0018022041,-0.0011615831,-0.0004755257,0.0012439672,0.004767809,0.001131314,-0.0021751036,-0.003524487,0.0021731248,-0.003146395,-0.00010654553,-0.00077055296,0.0012862536,-0.0035152738,-0.0032241212,-0.001707387,0.00033559493,-0.00076437043,-0.0021641408,0.0034894198,-0.000116684525,0.004325128,-0.0030309688,-0.0023872408,-0.004313909,0.0011037174,-0.0012038964,0.0013901268,-0.0032861747,-0.0030338007,0.0029461028,0.00038277646,-0.0042090537,-0.004692286,-0.0030098923,-0.004888758,-0.0033359048,0.0033937853,-0.0048676147,-0.0033898884,0.0026683814,-0.0016864972,0.0022182323,-0.003730328,-0.0015949982,-0.0048858672,-0.0015392652,0.0023248396,-0.00020472621,0.0017847231,0.00050408056,-0.0023667659,0.0039569084,0.0047248397,-0.0026598321,0.0017549023,0.0016242119,0.0038917034,0.0003181848,0.0035931084,-0.0017004407,-0.0015903005,-0.0020216473,0.004451003,0.0008297173,0.00066719536,0.003198209,-0.004742766,-0.0022173647,-0.0028275596,-0.0016313391,-0.0007462695,0.0008623783,0.0023713901,-0.0026481585,0.004697987,-0.0040100594,-0.0043972186,0.0047791703,-0.0007197667,0.00468522,0.004121254,-0.0012120022,-0.003504733,0.00072491285,-0.002388315,-0.0026463973,0.0011624693,0.0001381636,-0.0024527311,0.0029616854,0.005143202
