,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
big,-0.000402435,0.003203315,-0.002567541,0.004496498,-0.000952096,0.003236975,-0.000494078,-0.004892228,-0.002401492,0.003349704,0.004548667,0.001804241,-0.004144446,-0.000385233,0.003081159,0.004014134,0.001133309,-0.002085262,0.001278138,0.003669518,-0.004611693,-0.000134313,0.003136472,-0.00188028,0.002043363,0.003181866,0.000205779,0.00498656,-0.001915186,0.001665504,0.001118318,0.003812456,-0.00381421,-0.001262798,7.90E-05,-0.00354258,0.001566882,-0.000887172,-0.000152098,-0.000174408,-0.003884699,0.004089071,-0.000998429,-0.003037026,0.001049116,0.003888345,-0.003588774,-0.001937133,0.00358319,-0.000845409,-0.001611081,0.002662794,-0.000566919,0.003870194,0.003120345,-0.004171484,0.003956022,0.003327542,-0.000547343,-0.000388389,-0.003948087,0.004101878,0.003422436,-0.000710637,0.003877808,-0.000758569,0.002801888,-0.002819878,0.001381503,-0.002858196,0.003131187,-0.002952201,-0.001186854,-0.001708819,-0.002045976,0.003023296,0.000581844,0.000263358,0.000670751,0.000721814,0.003697465,-0.001975629,-0.00293892,0.001185617,0.004699558,-0.002065498,0.004332447,-0.003248383,-0.004616362,0.004425767,0.003254562,-0.003021123,0.002789888,-0.004189572,0.001227401,-7.87E-05,-0.002791101,-0.003685029,-0.000362623,-0.003658201
parade,-0.001416328,-0.003258798,0.002420858,0.002183446,-0.004011089,-0.004311922,-0.001033798,-0.001608334,-0.003437555,-0.000791586,-0.0020386,-0.003400771,0.002756417,0.003705818,-0.001232022,-0.001050614,-0.004414944,-0.00121834,0.003377437,-0.000891448,-0.001415783,-0.000173744,-0.000631506,0.001643552,-0.003167707,-0.001351067,-0.003992586,-0.004881269,-0.001259478,0.001503802,-0.002415282,9.88E-05,0.003421819,0.0043173,-0.004962074,0.00123746,-0.003146906,-0.004276327,0.001655935,0.003012432,-0.002939564,-0.004135327,-0.001744173,-8.50E-05,-0.000901213,0.004642865,-0.002259317,-0.004174438,-0.002029665,-0.000143672,0.001378497,-0.000112029,-0.002050124,-0.002652643,-0.001870883,0.004254576,0.004426291,-0.000792684,0.00450215,0.002830375,0.004938317,0.004951181,0.004163376,-0.002275363,0.004531614,0.004632065,-0.003191161,0.001692802,0.000261551,-0.001141749,-0.003066269,-0.004163447,0.002612155,-0.002162082,0.004057183,-0.00241703,-0.003380865,-0.002892769,9.10E-05,-0.000685047,-0.004442191,0.003616471,0.000865749,0.000448115,-0.004391838,-0.001833415,-0.003516001,0.002863683,0.003323592,0.002434495,0.004379304,-0.00312833,-0.003067329,0.004763784,0.000873578,0.004421509,-0.001343279,-0.003048139,-0.001431641,-0.00425879
metropolis,0.004853556,-0.001890688,0.003007084,5.95E-05,0.004988086,0.001788506,0.001921727,-0.001632718,-0.00497292,0.00199622,0.002162236,-0.000593936,0.001460743,0.001689744,0.00364284,0.001405712,0.001094396,-0.003590453,-0.001173128,0.003477843,-0.003106813,-0.002059103,-0.000281058,-0.002886889,-0.002892746,-0.002983103,0.004428614,-0.003049347,0.004761589,0.001995893,-0.004093149,0.004512144,-0.00378826,0.000209283,0.002204042,-0.003273086,0.001316572,-0.000202486,-0.003048394,-0.004437734,0.001915393,-0.003702004,-0.002970333,0.000348098,0.001000138,-0.004983123,0.002909904,0.001217193,-0.004199295,0.001680047,0.003300625,-0.003461503,0.003528636,0.00192516,-0.003117147,-0.003152597,0.00492663,0.001329164,0.001943858,0.002427906,0.002840035,0.000751839,0.003840583,0.000377264,-0.000875694,-0.002674099,0.00194179,0.002128398,0.003661304,0.00061928,0.004491051,-0.00169931,-0.001238354,-0.004485842,0.004960647,0.002763816,-0.003710375,3.57E-05,-0.002097572,0.003996906,0.00351754,-0.001243589,0.004201725,-0.003077652,-0.002533103,-0.000984229,0.000544156,-0.003898069,0.002502811,-0.004788816,-0.001701172,-0.000393471,-0.00168415,0.004102166,0.000415205,0.003099176,0.002495433,0.003108195,0.002486814,0.003238961
pandora,0.001769626,0.00384892,-0.002002547,-0.003780842,0.000811484,-0.003233411,0.004859783,0.004532209,-0.00300895,0.003634118,-0.00268529,0.002857642,-0.001543026,-0.002209496,0.003635319,0.001656765,-0.001998588,-0.000959037,-0.002934201,-0.003885082,0.000280455,9.13E-05,0.003251933,0.003551919,0.000900889,0.004175135,0.004233873,0.000399421,0.002137398,-0.002908088,-0.003012044,0.003739816,-0.001279008,0.001136193,-0.002119725,0.00368045,0.004395109,-5.07E-05,-0.001064458,-0.002325336,-0.0001784,-0.004965048,-0.000818224,-0.003851393,0.000399516,-0.00069241,-0.002081944,-0.002970798,-0.00310143,-0.001606377,0.001283275,-0.001582883,-0.000352072,-0.004439806,0.004185021,-0.003106876,-0.001810066,-0.00475903,0.000247712,-0.004277309,0.004176896,0.003195776,-0.000220565,-0.003004945,-0.004526385,0.000299699,0.004865194,0.001132069,0.004541165,0.000884876,0.003640024,0.001866146,0.000471592,-0.003517327,-0.001353187,-0.001266028,0.001166224,-0.001009101,0.000595662,-0.002286982,0.001124267,0.002258551,0.001164699,-0.000757684,-0.001689229,0.004682066,-0.002538347,-0.003713614,-0.001480417,0.001995719,-0.001554107,0.003383567,0.00376826,-0.001334796,0.000587982,-0.004011257,0.002402237,-0.002596252,0.004263079,0.002473586
box,0.003418024,0.002661825,0.003553225,0.003066142,0.004562065,0.001211403,0.004158817,0.000145333,0.004840524,-0.001079652,-0.000405982,0.001985858,0.002314133,0.004320351,-0.002089199,0.001563209,0.004177988,0.004008377,-0.004255392,-0.000337858,-0.003259473,-0.001049625,0.004121271,-0.002798413,0.004924943,0.003749562,0.004475478,0.002951957,-0.002099588,0.000968799,-0.001605357,-0.003631009,-0.004707947,0.003124021,0.003695004,-0.000387675,-0.002818533,0.003161687,0.001431681,-0.000645757,-0.000162867,-0.000422728,0.003804968,-0.003456188,0.001795033,0.003286199,0.001255238,0.002201865,-0.002651578,0.00209439,0.003664338,0.004343532,-0.003860201,0.002612854,0.001257646,-0.004894618,0.000876823,0.001523782,0.000254856,-0.003948855,-0.003386164,0.000120496,-0.003603892,0.000971989,0.004394995,0.001840319,0.002438359,-0.002559299,-0.001728742,0.002866785,-0.004954913,-0.004589703,-0.003911739,0.003606636,0.004496636,0.000315253,0.002739532,-0.000500384,-0.003042854,-0.003116435,0.00448728,0.001572923,-0.001855082,0.000220641,-0.002596582,0.00205653,0.004405504,0.0041272,-0.003574379,-0.000484049,-0.000975883,-0.004108757,0.002115911,-0.001490261,0.004196398,-0.003497016,-0.000447712,-0.001587094,0.00089721,-0.001175802
broadway,-0.003934999,-0.000337658,0.002534632,0.000166949,-0.000556235,-0.004263063,0.003439587,-0.00457353,0.001847432,0.002392309,0.002423953,0.000815717,0.001172739,0.004695933,0.004598024,0.002727251,-0.002890331,0.000716094,-0.000867551,-0.003326545,-0.00227692,-0.001781865,-0.001171054,3.14E-05,-0.004001917,-0.003723993,-0.001873641,0.003252931,0.001104481,0.001794572,0.004235291,-0.001073801,-0.00341988,0.004059724,-0.002019492,-0.000337731,0.003047721,0.003745589,0.002466529,-0.003290024,0.004915504,0.002280181,-0.002288407,-0.001233415,-0.000278604,0.003867802,-0.004669999,0.001869756,-0.004651848,0.002346315,0.000998456,-0.00497516,-0.003418831,-0.004202535,0.00123888,8.68E-05,-0.002911502,0.002911185,-0.003321072,0.004020944,0.003480125,-0.002702045,-0.002222206,0.001047904,-0.002575392,0.003586589,0.004713769,0.002970547,0.003942205,-0.003123459,0.002030988,-0.001616106,-0.000860417,0.003597684,0.001681749,-0.004325389,-0.002589269,-0.004042512,-0.00311599,-0.004737867,-0.002353011,-0.002177267,0.000243853,0.000719722,-0.000804524,0.00151307,0.00305013,-0.003407311,0.002714085,-0.002623,0.000921017,0.002914833,0.001685618,0.004792817,0.004608592,0.003054173,-0.002668537,0.00200509,0.003591545,-0.001602214
melody,-0.004106186,0.001526251,0.002691057,-0.000676935,-0.003770737,-0.002963439,-0.002000453,0.001732001,0.004511517,0.004121918,0.000528386,-0.004632284,-0.003477443,-0.004262551,-0.003135298,-0.001898853,-0.004457644,-0.002102319,-0.003435356,0.003028429,0.002732153,0.004627306,-0.001304268,0.002720991,0.002267363,-0.000469002,-0.001810881,-0.001884758,0.00276057,-0.001514501,0.004014533,-0.003257148,-0.002078171,-0.004501401,0.002377268,-0.003703384,0.002659333,-0.003957132,0.002585797,-0.000117268,0.001641709,-0.004631151,-0.002454619,0.003495759,-0.000945309,-0.002955399,0.001946295,-0.004292132,-0.000436956,-0.002257733,-0.003491849,-0.00261903,-0.001685827,-0.001644232,0.000673274,-0.000385394,-0.000919363,0.002573039,0.004568581,0.004378647,-0.001956235,0.000345476,0.000166076,0.003272311,-0.003525351,-0.001021633,0.002061536,0.000717146,-0.001953461,-0.003862005,0.001893675,0.002394376,-0.003294394,0.00423294,0.002339705,-0.004518995,0.000606269,0.003088938,-0.003970264,-0.002207123,-0.004092875,-0.004354985,0.002010894,0.002870917,-0.002815793,0.002551812,-0.002740955,-0.002718099,0.001246791,0.003493699,0.00135106,0.004864752,0.003561788,-0.001928926,-0.001736879,-0.003689014,0.003434228,0.002664236,-0.002236035,0.001124362
hell,0.004324355,0.000246306,-0.000267954,0.00428066,-0.001150359,-0.004221398,-0.004952116,-0.001324023,-0.000713472,-0.000707781,-0.000614804,0.002703349,0.004015987,-0.003398525,-0.003168614,-0.000703604,-0.002919014,0.001038667,0.003459168,0.002595248,0.001708276,0.000485764,0.004097996,0.004276794,0.002074591,0.000414786,0.000264107,0.003373362,0.001829572,-0.001908419,-0.002852447,-0.002039528,0.003791798,-0.00491792,0.000508855,-0.000532384,-0.003372282,0.00025904,-0.000304374,0.003399387,0.003131538,0.00052437,0.001668658,-0.00192044,-0.003078417,0.003766156,-0.002084851,0.004137443,-0.004127246,-0.004782308,0.000117816,0.000842418,-0.002239331,0.004754731,-0.00181355,0.002997788,0.003300384,-0.004342787,8.18E-05,-0.000805963,0.001027385,0.003276926,-0.000785577,-0.003175708,-0.002478845,0.001198341,-0.001336979,-0.001270653,-0.002377324,-0.003673317,0.004995495,-0.004217749,-0.000193086,-0.004194377,0.004466974,0.003262484,-0.004589035,-0.004425687,-0.003079268,0.001427471,0.000511018,-0.00397805,0.000194744,-0.001883722,-0.001717329,0.002143171,0.001495573,0.000859806,-0.002470148,-0.002127272,0.001694555,-0.001819645,-0.00258985,-0.000254351,0.002187786,-0.001141073,0.003182578,-0.001702199,-0.002228582,0.004705512
angels,-0.002279885,-0.004712948,0.000981569,0.004640224,-0.003909112,0.00066483,0.003271641,-0.004437441,-0.002007248,0.002807946,0.000227164,-0.004991706,0.002410136,0.002180277,-4.76E-05,-2.47E-06,-0.003786822,0.004296544,0.001540175,-0.00486716,-0.001392825,-0.004620898,0.002934229,-0.002849679,-0.000741982,0.004888977,0.00227606,-0.003943124,0.002473329,0.00055885,0.003363723,-0.0005418,-0.003259478,-0.004596751,-0.003237773,0.002521274,-0.001731602,-0.002445951,0.001222935,-0.001422712,0.000780379,-0.000409515,-0.003972266,-0.004185598,-0.001755372,-2.96E-05,0.002303914,5.32E-05,0.002055946,-0.002594391,0.004305428,0.004160934,-0.004951234,-0.003750625,-0.001806692,-0.002126497,-0.001353035,0.002426092,-0.000823632,-0.002543793,-0.000674261,0.000398179,-0.003565021,-0.003580655,-0.002139393,0.004840386,-0.002778691,0.002773506,0.004068546,-0.001349166,0.001656637,-0.002841225,-0.000927317,-0.000690002,-0.003762859,0.004085422,-0.004493034,-0.000336754,-0.003066365,0.004457196,-0.003545098,0.000649165,-0.001828957,-0.001367766,-0.002875297,0.003585014,-0.002115835,0.000726269,-0.003757658,0.002789573,-0.003042075,-0.004423101,0.003827133,0.003826565,-0.00139076,-0.004948835,0.004017697,3.53E-05,0.00412261,-0.004620765
farewell,-0.002737455,0.003432242,0.003434882,0.003034212,0.004464286,0.003034526,0.002502759,0.000959584,0.001945834,-0.004220124,0.004496635,-0.001975607,-0.004045624,-0.000379468,0.004286122,0.002013147,0.001188024,0.002541913,-0.000755814,0.003811191,0.002518198,-0.004643568,-0.003080547,-0.002694102,0.004553932,-0.004010542,0.001783687,-0.002288952,0.001222244,0.003040775,0.000634039,0.001153414,0.00185184,-0.000367999,-0.003064216,-0.001974747,0.000669131,-0.00049375,0.001216409,-0.004417437,0.001246212,-0.004737373,-0.00355784,0.003590537,0.000366792,0.004199264,-0.00156347,0.003216314,0.002255454,-0.004153846,-0.000736216,0.003311683,0.003045047,-0.002538753,0.004435135,-0.001873661,0.003523356,0.000492979,0.00018743,0.003064809,-0.004815501,-0.000544982,0.000612374,0.001587862,-0.004667117,0.003526631,0.001845452,0.003053398,-0.003474348,0.000780414,-0.001784807,0.004451991,0.001417502,0.002024747,-0.004264355,-0.000696416,-0.004195188,-0.001251498,0.002125294,-0.000728104,-0.000486053,-0.000269046,-0.00333269,-0.001570212,0.001455233,0.003520958,0.002888235,-0.000703846,-0.00434795,0.001231786,-0.00264563,-0.002359222,-0.003075923,0.003558108,0.000802835,0.00034663,0.002147657,0.000212773,-0.003440165,0.004990106
